"NOME_MUNICIPIO","UF","POP_TOT","POP_URB","REALIZA_COLETA","POP_ATENDIDA","TOT_RECUPERADO","PAPEL","PLASTICO","METAIS","VIDROS","OUTROS"
"Guaporema","PR","2246.00","1297.00","Sim","1297.00","61.20","45.50","9.50","3.50","2.20","0.50"
"Guarabira","PB","58492.00","51762.00","Não","","","","","","",""
"Guaraçaí","SP","8357.00","6592.00","Sim","3500.00","130.00","40.00","30.00","30.00","3.00","27.00"
"Guaraci","PR","5473.00","4398.00","Não","","","","","","",""
"Guaraci","SP","11088.00","9922.00","Não","","","","","","",""
"Guaraciaba","MG","10333.00","3253.00","Não","","30.00","","","","",""
"Guaraciaba","SC","10154.00","4763.00","Não","","","","","","",""
"Guaraí","TO","25677.00","23384.00","Sim","","238.80","192.00","15.60","0.00","0.00","31.20"
"Guaramirim","SC","43822.00","34943.00","Sim","31449.00","281.00","","","","",""
"Guaranésia","MG","19025.00","17116.00","Não","","768.00","122.00","198.00","187.00","261.00","0.00"
"Guarani","MG","8903.00","7054.00","Sim","1789.00","288.00","","","","",""
"Guarani das Missões","RS","7614.00","4719.00","Não","","","","","","",""
"Guarani de Goiás","GO","3940.00","1631.00","Não","","","","","","",""
"Guarani D Oeste","SP","2002.00","1763.00","Sim","850.00","45.00","15.00","10.00","8.00","6.00","6.00"
"Guarantã","SP","6654.00","5675.00","Não","","","","","","",""
"Guarantã do Norte","MT","35497.00","26378.00","Não","","","","","","",""
"Guarapuava","PR","180334.00","164885.00","Sim","93773.00","2880.00","1500.00","660.00","260.00","260.00","200.00"
"Guarará","MG","3818.00","3388.00","Não","","","","","","",""
"Guararapes","SP","32774.00","30333.00","Não","","","","","","",""
"Guararema","SP","29451.00","25344.00","Sim","4000.00","354.00","165.00","46.00","65.00","70.00","8.00"
"Guaratinguetá","SP","121073.00","115337.00","Sim","80735.00","943.20","600.60","173.20","105.00","40.40","24.00"
"Guaratuba","PR","36595.00","32844.00","Sim","32844.00","358.20","103.70","104.40","93.80","31.60","24.70"
"Guarda-Mor","MG","6591.00","3703.00","Não","","68.00","28.80","24.00","2.40","12.00","0.80"
"Guareí","SP","18143.00","10480.00","Sim","10480.00","306.90","141.90","66.00","46.20","26.40","26.40"
"Guariba","SP","39714.00","38888.00","Sim","15000.00","220.00","80.00","20.00","100.00","10.00","10.00"
"Guarujá","SP","318107.00","318046.00","Sim","80000.00","1225.50","600.50","441.20","49.00","134.80","0.00"
"Guarujá do Sul","SC","5141.00","2781.00","Não","","","","","","",""
"Guarulhos","SP","1365899.00","1365899.00","Sim","153255.00","4903.50","2267.30","1226.40","746.10","536.10","127.60"
"Guatambú","SC","4710.00","1761.00","Não","","","","","","",""
"Guatapará","SP","7602.00","5583.00","Não","","","","","","",""
"Guaxupé","MG","51750.00","48662.00","Sim","10040.00","43.00","","","","",""
"Guia Lopes da Laguna","MS","9968.00","8448.00","Não","","","","","","",""
"Guidoval","MG","7105.00","5126.00","Sim","4236.00","20.00","20.00","0.00","0.00","0.00","0.00"
"Guimarânia","MG","7971.00","6500.00","Não","","","","","","",""
"Guiricema","MG","8442.00","4096.00","Não","","233.00","","","","",""
"Gurupi","TO","85737.00","83777.00","Sim","8300.00","1559.30","","","","",""
"Harmonia","RS","4812.00","2778.00","Sim","2778.00","408.00","","","","",""
"Heitoraí","GO","3714.00","2751.00","Não","","","","","","",""
"Heliodora","MG","6524.00","4722.00","Não","","","","","","",""
"Herculândia","SP","9462.00","8619.00","Não","","","","","","",""
"Herval","RS","6828.00","4569.00","Não","","","","","","",""
"Herval D Oeste","SC","22495.00","19966.00","Não","","","","","","",""
"Herveiras","RS","3018.00","392.00","Não","","","","","","",""
"Hidrolândia","GO","21278.00","12805.00","Sim","12800.00","90.00","52.00","18.00","10.00","0.00","10.00"
"Hidrolina","GO","3622.00","2679.00","Não","","","","","","",""
"Holambra","SP","14579.00","10560.00","Sim","4600.00","456.00","","","","",""
"Horizonte","CE","66114.00","61157.00","Sim","","605.00","150.00","300.00","150.00","5.00","0.00"
"Horizontina","RS","19267.00","15299.00","Sim","15299.00","82.00","52.70","23.00","1.30","0.00","5.00"
"Hortolândia","SP","227353.00","227353.00","Sim","40000.00","1049.00","478.40","203.20","221.50","109.20","36.70"
"Hugo Napoleão","PI","3875.00","3183.00","Não","","","","","","",""
"Hulha Negra","RS","6714.00","3232.00","Não","","","","","","",""
"Humaitá","AM","54001.00","37242.00","Não","","40.00","0.00","15.00","18.00","3.00","4.00"
"Humberto de Campos","MA","28498.00","11432.00","Não","","","","","","",""
"Iacanga","SP","11559.00","10073.00","Sim","10073.00","94.40","51.70","12.70","19.60","8.00","2.40"
"Iaciara","GO","13808.00","10333.00","Não","","","","","","",""
"Iacri","SP","6348.00","4994.00","Não","","","","","","",""
"Iapu","MG","10867.00","7547.00","Sim","7000.00","138.00","","","","",""
"Iaras","SP","8956.00","3985.00","Não","","49.00","2.00","12.00","24.00","1.00","10.00"
"Ibaiti","PR","31142.00","25038.00","Sim","25000.00","162.00","52.00","64.00","14.00","15.00","17.00"
"Ibarama","RS","4412.00","1063.00","Não","","","","","","",""
"Ibaretama","CE","13317.00","4583.00","Não","","8.00","2.00","4.00","1.00","1.00","0.00"
"Ibatiba","ES","25732.00","15391.00","Sim","6100.00","144.00","","","","",""
"Ibema","PR","6334.00","5159.00","Não","","","","","","",""
"Ibertioga","MG","5033.00","3455.00","Sim","3455.00","94.00","43.30","13.40","31.40","5.90","0.00"
"Ibiá","MG","25035.00","21183.00","Não","","","","","","",""
"Ibiaçá","RS","4719.00","2854.00","Sim","2854.00","390.00","95.00","95.00","75.00","75.00","50.00"
"Ibiam","SC","1959.00","700.00","Não","","","","","","",""
"Ibicaré","SC","3227.00","1490.00","Não","","","","","","",""
"Ibicoara","BA","19346.00","12270.00","Não","","","","","","",""
"Ibicuitinga","CE","12419.00","6291.00","Não","","","","","","",""
"Ibimirim","PE","29055.00","16056.00","Não","","","","","","",""
"Ibipitanga","BA","14856.00","5404.00","Não","","","","","","",""
"Ibiporã","PR","53970.00","51391.00","Sim","51391.00","2211.40","","","","",""
"Ibirá","SP","12264.00","11306.00","Sim","11306.00","243.60","72.00","42.00","60.00","36.00","33.60"
"Ibiracatu","MG","5975.00","3032.00","Não","","","","","","",""
"Ibiraci","MG","13687.00","9227.00","Não","","","","","","",""
"Ibirajuba","PE","7756.00","3233.00","Não","","","","","","",""
"Ibirama","SC","18802.00","16071.00","Sim","6000.00","216.70","","","","",""
"Ibirapitanga","BA","23343.00","6366.00","Não","","","","","","",""
"Ibirapuitã","RS","4027.00","2371.00","Não","","","","","","",""
"Ibirarema","SP","7663.00","7078.00","Não","","","","","","",""
"Ibirité","MG","179015.00","178605.00","Sim","20655.00","189.40","130.30","49.00","0.00","10.10","0.00"
"Ibirubá","RS","20284.00","16116.00","Sim","15342.00","419.00","168.00","49.00","87.00","115.00","0.00"
"Ibitiara","BA","16272.00","3606.00","Não","","","","","","",""
"Ibitinga","SP","59451.00","57101.00","Não","","","","","","",""
"Ibitirama","ES","8919.00","3164.00","Sim","","13.00","7.00","3.00","2.00","1.00","0.00"
"Ibititá","BA","17150.00","8016.00","Não","","","","","","",""
"Ibituruna","MG","2982.00","2586.00","Não","","","","","","",""
"Icapuí","CE","19804.00","6231.00","Não","","","","","","",""
"Içara","SC","55581.00","50933.00","Sim","32016.00","261.00","","","","",""
"Icaraíma","PR","8025.00","5665.00","Sim","2832.00","211.00","51.00","80.00","38.00","25.00","17.00"
"Icém","SP","8181.00","7021.00","Não","","","","","","",""
"Icó","CE","67972.00","31634.00","Não","","","","","","",""
"Iconha","ES","13745.00","7987.00","Sim","7987.00","206.50","127.00","31.40","27.80","16.80","3.50"
"Iepê","SP","8124.00","7213.00","Sim","","143.50","68.00","36.00","38.10","1.40","0.00"
"Igaracy","PB","6186.00","4141.00","Não","","","","","","",""
"Igarapé","MG","42246.00","39591.00","Sim","19000.00","253.90","150.00","40.60","63.30","0.00","0.00"
"Igarapé-Açu","PA","38588.00","22803.00","Não","","","","","","",""
"Igarassu","PE","115640.00","106470.00","Não","","","","","","",""
"Igaratá","SP","9483.00","7522.00","Não","","","","","","",""
"Igrejinha","RS","36450.00","34758.00","Sim","34758.00","702.30","212.30","286.80","61.60","97.60","44.00"
"Iguaba Grande","RJ","27762.00","27762.00","Não","","","","","","",""
"Iguape","SP","30721.00","26296.00","Não","","","","","","",""
"Iguaraçu","PR","4366.00","3902.00","Sim","3900.00","92.40","54.00","25.00","8.00","1.40","4.00"
"Iguatama","MG","7971.00","6666.00","Sim","3000.00","228.00","","","","",""
"Iguatemi","MS","15977.00","11821.00","Não","","111.00","49.00","42.00","17.00","1.00","2.00"
"Iguatu","CE","103255.00","79855.00","Não","","","","","","",""
"Ijaci","MG","6488.00","6207.00","Sim","","28.00","","","","",""
"Ijuí","RS","83173.00","75411.00","Sim","75000.00","500.00","","","","",""
"Ilha Comprida","SP","10965.00","10965.00","Sim","","10.50","3.00","0.40","0.10","7.00","0.00"
"Ilha Grande","PI","9394.00","7846.00","Não","","","","","","",""
"Ilha Solteira","SP","26582.00","24944.00","Sim","24944.00","430.20","200.40","89.60","4.20","58.00","78.00"
"Ilhota","SC","14005.00","8953.00","Não","","","","","","",""
"Ilicínea","MG","12303.00","9741.00","Não","","113.80","45.50","46.10","22.20","0.00","0.00"
"Ilópolis","RS","4091.00","2201.00","Sim","","2.00","","","","",""
"Imaculada","PB","11790.00","5258.00","Não","","","","","","",""
"Imaruí","SC","10326.00","3543.00","Não","","","","","","",""
"Imbé","RS","22309.00","22298.00","Não","","70.00","10.00","10.00","20.00","10.00","20.00"
"Imbé de Minas","MG","6865.00","2186.00","Não","","","","","","",""
"Imbituba","SC","44412.00","44412.00","Sim","30200.00","268.80","","","","",""
"Imbituva","PR","32179.00","20229.00","Sim","19000.00","604.00","","","","",""
"Imigrante","RS","3116.00","1545.00","Sim","1545.00","174.00","","","","",""
"Imperatriz","MA","258016.00","244508.00","Sim","63500.00","248.00","127.00","36.00","55.00","0.00","30.00"
"Inácio Martins","PR","11129.00","6395.00","Não","","175.00","54.00","35.00","62.00","8.00","16.00"
"Inajá","PR","3103.00","2867.00","Não","","","","","","",""
"Inconfidentes","MG","7297.00","3885.00","Não","","","","","","",""
"Indaiabira","MG","7363.00","2754.00","Não","","","","","","",""
"Indaial","SC","67923.00","65537.00","Sim","58000.00","581.00","167.00","116.00","39.00","85.00","174.00"
"Indaiatuba","SP","246908.00","244426.00","Sim","244426.00","950.00","","","","",""
"Independência","CE","26168.00","11740.00","Não","","","","","","",""
"Independência","RS","6228.00","3912.00","Sim","3912.00","27.00","","","","",""
"Indiana","SP","4892.00","4184.00","Não","","","","","","",""
"Indianópolis","MG","6829.00","4475.00","Sim","","48.00","","","","",""
"Indianópolis","PR","4449.00","3257.00","Sim","3257.00","162.80","58.50","21.30","25.20","15.10","42.70"
"Indiaporã","SP","3908.00","3383.00","Sim","","190.00","","","","",""
"Indiaroba","SE","17761.00","6266.00","Sim","6266.00","109.40","18.80","18.80","46.00","18.80","7.00"
"Indiavaí","MT","2725.00","2025.00","Não","","","","","","",""
"Ingazeira","PE","4554.00","2488.00","Não","","","","","","",""
"Inhapim","MG","24204.00","13941.00","Não","","","","","","",""
"Inhuma","PI","15296.00","7500.00","Não","","","","","","",""
"Inocência","MS","7625.00","4843.00","Não","","","","","","",""
"Inúbia Paulista","SP","3963.00","3468.00","Sim","","","","","","",""
"Iomerê","SC","2927.00","969.00","Não","","34.60","","","","",""
"Ipaba","MG","18438.00","16584.00","Não","","","","","","",""
"Ipameri","GO","26792.00","23110.00","Não","","","","","","",""
"Ipanema","MG","19717.00","15409.00","Não","","741.00","193.00","282.00","75.00","156.00","35.00"
"Ipaporanga","CE","11587.00","4225.00","Não","","","","","","",""
"Ipatinga","MG","261344.00","258616.00","Não","","1200.00","","","","",""
"Ipaussu","SP","14869.00","13699.00","Sim","13699.00","7.50","3.00","2.00","1.00","1.00","0.50"
"Ipê","RS","6588.00","3190.00","Sim","3122.00","418.00","160.00","130.00","60.00","40.00","28.00"
"Ipecaetá","BA","14625.00","2516.00","Não","","","","","","",""
"Iperó","SP","36280.00","22387.00","Sim","10000.00","8.00","","","","",""
"Ipeúna","SP","7401.00","6370.00","Sim","","562.80","","","","",""
"Ipiaú","BA","45823.00","41688.00","Não","","","","","","",""
"Ipira","SC","4486.00","2380.00","Não","","","","","","",""
"Ipirá","BA","59763.00","29214.00","Não","","","","","","",""
"Ipiranga","PR","15092.00","5214.00","Não","","","","","","",""
"Ipiranga do Piauí","PI","9782.00","6026.00","Não","","","","","","",""
"Ipiranga do Sul","RS","1899.00","663.00","Sim","663.00","2.90","0.50","0.20","0.60","0.80","0.80"
"Ipojuca","PE","94709.00","70141.00","Não","","","","","","",""
"Iporá","GO","31563.00","28809.00","Não","","","","","","",""
"Iporã","PR","14073.00","11063.00","Sim","11060.00","95.00","47.00","29.00","9.00","10.00","0.00"
"Iporã do Oeste","SC","8945.00","4385.00","Sim","4385.00","288.00","90.70","108.30","23.00","27.40","38.60"
"Ipu","CE","41873.00","26582.00","Não","","","","","","",""
"Ipuã","SP","16209.00","15538.00","Sim","","","","","","",""
"Ipuaçu","SC","7448.00","1509.00","Sim","1501.00","35.00","10.00","13.00","3.00","4.00","5.00"
"Ipueira","RN","2228.00","2026.00","Não","","","","","","",""
"Ipueiras","TO","1977.00","1156.00","Não","","","","","","",""
"Ipumirim","SC","7565.00","3298.00","Não","","104.00","29.00","24.00","15.00","18.00","18.00"
"Iracema","CE","14227.00","10180.00","Não","","","","","","",""
"Iracema do Oeste","PR","2325.00","1806.00","Sim","1806.00","51.00","22.00","14.00","11.00","4.00","0.00"
"Iracemápolis","SP","23846.00","23354.00","Sim","5700.00","1720.00","150.00","150.00","200.00","300.00","920.00"
"Iraceminha","SC","4015.00","1386.00","Não","","","","","","",""
"Iraí","RS","7344.00","4052.00","Não","","80.00","","","","",""
"Iraí de Minas","MG","6944.00","5538.00","Não","","","","","","",""
"Irajuba","BA","7243.00","3386.00","Não","","","","","","",""
"Irani","SC","10339.00","7073.00","Não","","","","","","",""
"Irapuã","SP","7937.00","7079.00","Não","","","","","","",""
"Irapuru","SP","8261.00","5841.00","Sim","","","","","","",""
"Irará","BA","28892.00","11830.00","Não","","","","","","",""
"Irati","PR","60357.00","48250.00","Sim","48076.00","261.40","126.70","87.60","46.50","0.00","0.60"
"Iretama","PR","10241.00","5965.00","Sim","2495.00","120.00","","","","",""
"Irineópolis","SC","11155.00","3757.00","Não","","261.00","86.00","92.00","31.00","52.00","0.00"
"Irupi","ES","13226.00","5006.00","Sim","","140.80","115.50","23.00","0.80","0.30","1.20"
"Isaías Coelho","PI","8551.00","1940.00","Não","","","","","","",""
"Israelândia","GO","2815.00","2193.00","Não","","","","","","",""
"Itá","SC","6209.00","3920.00","Sim","3920.00","200.00","","","","",""
"Itaara","RS","5459.00","4324.00","Não","","","","","","",""
"Itabaiana","SE","94696.00","73726.00","Não","","","","","","",""
"Itabaianinha","SE","41684.00","20793.00","Sim","9254.00","107.00","95.00","8.00","4.00","0.00","0.00"
"Itaberá","SP","17635.00","11987.00","Sim","11987.00","144.00","106.00","20.00","10.00","8.00","0.00"
"Itaberaba","BA","64325.00","50604.00","Não","","","","","","",""
"Itaberaí","GO","42163.00","35503.00","Não","","","","","","",""
"Itabira","MG","119186.00","111079.00","Sim","98305.00","2769.00","1149.00","471.00","457.00","402.00","290.00"
"Itabirito","MG","51281.00","49156.00","Sim","24335.00","1084.60","","","","",""
"Itaboraí","RJ","238695.00","235853.00","Não","","","","","","",""
"Itabuna","BA","212740.00","207518.00","Não","","","","","","",""
"Itacajá","TO","7414.00","4459.00","Não","","","","","","",""
"Itacambira","MG","5353.00","1080.00","Não","","","","","","",""
"Itacarambi","MG","18142.00","14128.00","Não","","","","","","",""
"Itacaré","BA","27891.00","15646.00","Não","","","","","","",""
"Itacoatiara","AM","99955.00","66941.00","Não","","1500.00","","","","",""
"Itaeté","BA","15999.00","6656.00","Não","","","","","","",""
"Itagi","BA","12462.00","9749.00","Não","","","","","","",""
"Itaguaçu","ES","14109.00","8040.00","Sim","8040.00","200.00","","","","",""
"Itaguajé","PR","4487.00","3572.00","Sim","3500.00","162.00","55.00","45.00","35.00","20.00","7.00"
"Itaguara","MG","13278.00","10224.00","Não","","","","","","",""
"Itaguaru","GO","5269.00","4381.00","Não","","","","","","",""
"Itaí","SP","26861.00","21092.00","Sim","21092.00","350.00","","","","",""
"Itaíba","PE","26390.00","9737.00","Não","","","","","","",""
"Itaiçaba","CE","7787.00","4554.00","Não","","","","","","",""
"Itaiópolis","SC","21556.00","11401.00","Sim","5200.00","135.00","","","","",""
"Itaipava do Grajaú","MA","15897.00","4777.00","Não","","","","","","",""
"Itaipé","MG","12681.00","5313.00","Não","","10.00","7.00","1.00","1.00","0.00","1.00"
"Itaipulândia","PR","10961.00","5757.00","Sim","5757.00","702.30","350.20","230.50","1.20","71.70","48.70"
"Itaitinga","CE","39518.00","39240.00","Não","","","","","","",""
"Itajá","GO","4605.00","3402.00","Sim","3400.00","2.00","0.50","0.10","0.50","0.00","0.90"
"Itajá","RN","7501.00","6169.00","Não","","","","","","",""
