"NOME_MUNICIPIO","UF","POP_TOT","POP_URB","REALIZA_COLETA","POP_ATENDIDA","TOT_RECUPERADO","PAPEL","PLASTICO","METAIS","VIDROS","OUTROS"
"Coxilha","RS","2769.00","1704.00","Não","","","","","","",""
"Coxixola","PB","1907.00","842.00","Não","","","","","","",""
"Crato","CE","131372.00","109180.00","Sim","30000.00","207.00","60.00","100.00","40.00","2.00","5.00"
"Cravolândia","BA","5349.00","3374.00","Não","","","","","","",""
"Criciúma","SC","213023.00","210057.00","Sim","138464.00","300.00","","","","",""
"Crisólita","MG","6646.00","3835.00","Não","","","","","","",""
"Crisópolis","BA","21040.00","9039.00","Não","","","","","","",""
"Crissiumal","RS","13544.00","5889.00","Não","","","","","","",""
"Cristais","MG","12660.00","9922.00","Não","","","","","","",""
"Cristais Paulista","SP","8541.00","6222.00","Não","","","","","","",""
"Cristal","RS","7950.00","4452.00","Sim","4452.00","200.00","","","","",""
"Cristalândia","TO","7300.00","5978.00","Não","","","","","","",""
"Cristina","MG","10258.00","5983.00","Sim","5983.00","59.00","26.00","20.00","11.00","1.00","1.00"
"Cristino Castro","PI","10401.00","7568.00","Não","","","","","","",""
"Cristópolis","BA","13872.00","3273.00","Não","","","","","","",""
"Cromínia","GO","3500.00","2634.00","Não","","","","","","",""
"Crucilândia","MG","5014.00","3140.00","Não","","218.00","85.00","75.00","28.00","20.00","10.00"
"Cruz","CE","24131.00","10272.00","Sim","10000.00","38.80","15.60","11.10","5.40","6.70","0.00"
"Cruzália","SP","2100.00","1394.00","Sim","1394.00","68.00","20.00","18.00","15.00","6.00","9.00"
"Cruz Alta","RS","60693.00","58541.00","Sim","12156.00","378.00","236.00","94.00","23.00","25.00","0.00"
"Cruzaltense","RS","1870.00","427.00","Sim","427.00","88.00","25.00","30.00","15.00","15.00","3.00"
"Cruzeiro","SP","81895.00","79808.00","Não","","","","","","",""
"Cruzeiro da Fortaleza","MG","4134.00","3532.00","Não","","","","","","",""
"Cruzeiro do Iguaçu","PR","4264.00","2614.00","Sim","2600.00","150.00","","","","",""
"Cruzeiro do Oeste","PR","20917.00","18101.00","Sim","18101.00","412.70","156.60","153.10","52.50","3.70","46.80"
"Cruzeiro do Sul","RS","12290.00","7458.00","Não","","","","","","",""
"Cruzeta","RN","8014.00","6559.00","Não","","","","","","",""
"Cruz Machado","PR","18675.00","6270.00","Não","","","","","","",""
"Cubatão","SP","129760.00","129760.00","Sim","129760.00","807.00","366.00","244.00","147.00","50.00","0.00"
"Cuiabá","MT","607153.00","595823.00","Sim","35000.00","2649.00","2236.00","369.00","14.00","0.00","30.00"
"Cuité de Mamanguape","PB","6349.00","2118.00","Não","","","","","","",""
"Cujubim","RO","24226.00","16874.00","Não","","","","","","",""
"Cunha Porã","SC","11053.00","6789.00","Não","","","","","","",""
"Cunhataí","SC","1957.00","592.00","Não","","","","","","",""
"Cuparaque","MG","4960.00","4117.00","Não","","","","","","",""
"Cupira","PE","24041.00","21366.00","Não","","","","","","",""
"Curaçá","BA","34389.00","14666.00","Não","","","","","","",""
"Curitiba","PR","1917185.00","1917185.00","Sim","1917185.00","10260.00","2396.00","1709.00","3521.00","2240.00","394.00"
"Curitibanos","SC","39595.00","36470.00","Não","","2344.40","372.00","1124.40","114.80","394.90","338.30"
"Curiúva","PR","15003.00","10316.00","Sim","4500.00","254.00","96.00","60.00","12.00","12.00","74.00"
"Currais Novos","RN","44664.00","39559.00","Não","","","","","","",""
"Curral de Dentro","MG","7656.00","6464.00","Não","","480.00","","","","",""
"Curvelo","MG","79625.00","72290.00","Sim","15000.00","230.00","","","","",""
"Damianópolis","GO","3315.00","1866.00","Não","","","","","","",""
"Damião","PB","5289.00","2459.00","Não","","","","","","",""
"Datas","MG","5399.00","3199.00","Não","","","","","","",""
"Davinópolis","GO","2094.00","1426.00","Não","","","","","","",""
"Davinópolis","MA","12901.00","10755.00","Não","","","","","","",""
"Delfim Moreira","MG","8035.00","3049.00","Não","","","","","","",""
"Delmiro Gouveia","AL","51763.00","37511.00","Sim","15352.00","2900.00","","","","",""
"Delta","MG","10291.00","9649.00","Não","","","","","","",""
"Demerval Lobão","PI","13793.00","11295.00","Não","","","","","","",""
"Denise","MT","9377.00","8023.00","Não","","","","","","",""
"Deputado Irapuan Pinheiro","CE","9585.00","4356.00","Não","","","","","","",""
"Derrubadas","RS","2852.00","806.00","Não","","","","","","",""
"Descalvado","SP","33520.00","29911.00","Não","","","","","","",""
"Descanso","SC","8308.00","4135.00","Não","","","","","","",""
"Descoberto","MG","4996.00","4264.00","Não","","","","","","",""
"Desterro de Entre Rios","MG","7232.00","3714.00","Não","","","","","","",""
"Dezesseis de Novembro","RS","2478.00","577.00","Sim","577.00","25.00","","","","",""
"Diadema","SP","420934.00","420934.00","Sim","15000.00","1200.00","","","","",""
"Diamante","PB","6575.00","3794.00","Não","","","","","","",""
"Diamante D Oeste","PR","5239.00","2669.00","Sim","","76.00","40.40","19.50","9.50","4.30","2.30"
"Diamante do Norte","PR","5146.00","4246.00","Sim","240.00","127.00","70.00","35.00","15.00","7.00","0.00"
"Diamantina","MG","47617.00","41581.00","Sim","10000.00","47.00","35.00","12.00","0.00","0.00","0.00"
"Diamantino","MT","21904.00","17116.00","Não","","800.00","200.00","200.00","100.00","100.00","200.00"
"Dianópolis","TO","21850.00","18800.00","Não","","","","","","",""
"Dias d Ávila","BA","79685.00","74927.00","Não","","","","","","",""
"Dilermando de Aguiar","RS","3026.00","979.00","Não","","","","","","",""
"Diogo de Vasconcelos","MG","3814.00","1089.00","Não","","","","","","",""
"Dionísio","MG","7852.00","6438.00","Não","","127.00","60.10","43.10","12.10","11.70","0.00"
"Dionísio Cerqueira","SC","15450.00","10631.00","Não","","585.00","120.00","15.00","450.00","0.00","0.00"
"Diorama","GO","2488.00","1511.00","Não","","","","","","",""
"Dirce Reis","SP","1786.00","1352.00","Não","","","","","","",""
"Divina Pastora","SE","5059.00","2455.00","Não","","","","","","",""
"Divinésia","MG","3411.00","2253.00","Não","","","","","","",""
"Divino das Laranjeiras","MG","4984.00","4147.00","Não","","60.00","30.00","20.00","3.00","5.00","2.00"
"Divinolândia","SP","11208.00","7500.00","Sim","3900.00","140.00","","","","",""
"Divinópolis","MG","235977.00","229884.00","Sim","80000.00","1000.00","","","","",""
"Divinópolis do Tocantins","TO","6856.00","4812.00","Não","","","","","","",""
"Divisa Alegre","MG","6702.00","6484.00","Não","","","","","","",""
"Divisa Nova","MG","5996.00","4847.00","Não","","234.00","96.00","36.00","48.00","18.00","36.00"
"Divisópolis","MG","10820.00","7720.00","Sim","7720.00","36.20","31.00","2.40","0.00","0.00","2.80"
"Dobrada","SP","8846.00","8649.00","Não","","","","","","",""
"Dois Córregos","SP","27112.00","25672.00","Sim","10000.00","300.00","160.00","50.00","70.00","20.00","0.00"
"Dois Irmãos das Missões","RS","2044.00","1037.00","Não","","","","","","",""
"Dois Irmãos do Tocantins","TO","7211.00","2796.00","Não","","","","","","",""
"Dois Lajeados","RS","3394.00","1619.00","Sim","900.00","65.50","26.50","9.70","19.00","8.20","2.10"
"Dois Riachos","AL","11054.00","5166.00","Não","","","","","","",""
"Dois Vizinhos","PR","40234.00","31244.00","Sim","31244.00","1280.00","345.00","537.00","102.00","102.00","194.00"
"Dolcinópolis","SP","2119.00","1970.00","Não","","","","","","",""
"Dom Bosco","MG","3699.00","1990.00","Não","","","","","","",""
"Dom Cavati","MG","5097.00","4508.00","Não","","11.00","5.00","3.00","3.00","0.00","0.00"
"Dom Expedito Lopes","PI","6884.00","3743.00","Não","","","","","","",""
"Dom Feliciano","RS","15338.00","3556.00","Sim","250.00","14.00","5.00","5.00","1.00","0.00","3.00"
"Domingos Martins","ES","33711.00","8194.00","Sim","3984.00","95.00","72.00","15.00","4.00","1.00","3.00"
"Dom Joaquim","MG","4482.00","2888.00","Sim","2888.00","41.00","","","","",""
"Dom Pedro de Alcântara","RS","2541.00","738.00","Sim","320.00","16.00","3.00","4.00","7.00","1.00","1.00"
"Dom Silvério","MG","5243.00","4095.00","Sim","4095.00","166.00","60.00","83.00","13.00","10.00","0.00"
"Dom Viçoso","MG","3007.00","1002.00","Não","","","","","","",""
"Dona Emma","SC","4105.00","2061.00","Não","","","","","","",""
"Dona Eusébia","MG","6523.00","5579.00","Não","","","","","","",""
"Dona Francisca","RS","3086.00","1947.00","Sim","1947.00","70.00","10.00","10.00","20.00","30.00","0.00"
"Dores de Campos","MG","10081.00","9168.00","Sim","","216.30","95.20","61.30","6.40","9.00","44.40"
"Dores de Guanhães","MG","5185.00","1610.00","Não","","24.00","15.00","5.00","2.00","1.00","1.00"
"Dores do Rio Preto","ES","6727.00","3730.00","Não","","","","","","",""
"Dormentes","PE","18734.00","6649.00","Não","","","","","","",""
"Douradina","MS","5889.00","3608.00","Não","","","","","","",""
"Douradina","PR","8621.00","6063.00","Sim","5935.00","245.00","115.00","80.00","22.00","24.00","4.00"
"Douradoquara","MG","1905.00","1276.00","Sim","764.00","0.40","0.30","0.10","0.00","0.00","0.00"
"Dourados","MS","220965.00","204024.00","Sim","60000.00","420.00","","","","",""
"Doutor Maurício Cardoso","RS","4639.00","2287.00","Sim","2287.00","1.00","0.00","0.00","0.00","0.00","1.00"
"Doutor Pedrinho","SC","4013.00","2248.00","Sim","2248.00","69.00","12.00","4.00","27.00","26.00","0.00"
"Doutor Ricardo","RS","1994.00","681.00","Não","","25.00","5.00","2.00","10.00","8.00","0.00"
"Doverlândia","GO","7398.00","4608.00","Não","","","","","","",""
"Dracena","SP","46536.00","42973.00","Sim","42973.00","852.00","372.00","297.00","70.00","108.00","5.00"
"Duartina","SP","12457.00","11182.00","Sim","11182.00","110.00","20.00","60.00","20.00","5.00","5.00"
"Duas Barras","RJ","11454.00","8107.00","Não","","","","","","",""
"Dueré","TO","4687.00","3118.00","Não","","","","","","",""
"Duque Bacelar","MA","11296.00","5664.00","Não","","","","","","",""
"Duque de Caxias","RJ","914383.00","911271.00","Não","","515.00","336.00","129.00","3.00","2.00","45.00"
"Durandé","MG","7811.00","3732.00","Não","","286.50","139.00","119.00","11.30","17.20","0.00"
"Echaporã","SP","6141.00","4891.00","Sim","","","","","","",""
"Ecoporanga","ES","23014.00","14653.00","Não","","200.00","","","","",""
"Edealina","GO","3710.00","2553.00","Não","","","","","","",""
"Edéia","GO","12276.00","10393.00","Não","","","","","","",""
"Eirunepé","AM","34840.00","25184.00","Não","","","","","","",""
"Eldorado","MS","12305.00","9836.00","Não","","","","","","",""
"Eldorado","SP","15443.00","7600.00","Sim","7600.00","43.20","","","","",""
"Eldorado do Carajás","PA","33674.00","17563.00","Não","","","","","","",""
"Elias Fausto","SP","17604.00","14014.00","Não","","","","","","",""
"Elisiário","SP","3604.00","3301.00","Não","","","","","","",""
"Elói Mendes","MG","27823.00","22477.00","Sim","22407.00","1334.10","682.00","560.00","92.10","0.00","0.00"
"Emas","PB","3505.00","2253.00","Não","","","","","","",""
"Embaúba","SP","2456.00","2088.00","Não","","","","","","",""
"Embu das Artes","SP","270843.00","270843.00","Sim","25000.00","795.20","404.80","57.40","40.10","292.90","0.00"
"Embu-Guaçu","SP","68856.00","67020.00","Não","","","","","","",""
"Encantado","RS","22520.00","19631.00","Não","","","","","","",""
"Encanto","RN","5608.00","2284.00","Não","","","","","","",""
"Encruzilhada do Sul","RS","25791.00","17996.00","Sim","3000.00","2.50","0.30","0.60","1.00","0.40","0.20"
"Enéas Marques","PR","5990.00","2087.00","Sim","2087.00","50.00","","","","",""
"Engenheiro Beltrão","PR","14020.00","12379.00","Sim","","580.00","300.00","180.00","20.00","15.00","65.00"
"Engenheiro Caldas","MG","11064.00","8960.00","Não","","","","","","",""
"Engenheiro Navarro","MG","7244.00","4831.00","Não","","","","","","",""
"Entre Rios","SC","3189.00","981.00","Não","","","","","","",""
"Entre Rios do Oeste","PR","4481.00","3015.00","Sim","2965.00","145.50","54.00","45.00","15.50","6.00","25.00"
"Entre Rios do Sul","RS","2829.00","1956.00","Não","","","","","","",""
"Envira","AM","19668.00","12703.00","Não","","63.00","","","","",""
"Erebango","RS","2995.00","1974.00","Sim","1900.00","16.80","","","","",""
"Erechim","RS","105059.00","99007.00","Sim","98270.00","2229.00","1030.00","540.00","89.00","405.00","165.00"
"Érico Cardoso","BA","10662.00","1979.00","Não","","","","","","",""
"Ermo","SC","2066.00","624.00","Não","","","","","","",""
"Ervália","MG","18829.00","9936.00","Não","","140.00","","","","",""
"Erval Seco","RS","7040.00","3071.00","Sim","2651.00","73.10","27.50","28.70","6.40","10.50","0.00"
"Erval Velho","SC","4407.00","2878.00","Não","","","","","","",""
"Escada","PE","68448.00","58153.00","Não","","5103.00","","","","",""
"Esmeralda","RS","3277.00","2201.00","Não","","","","","","",""
"Esmeraldas","MG","70200.00","65476.00","Não","","","","","","",""
"Espera Feliz","MG","24773.00","15363.00","Não","","","","","","",""
"Esperança","PB","33003.00","22958.00","Não","","","","","","",""
"Esperança do Sul","RS","2969.00","766.00","Não","","","","","","",""
"Esperança Nova","PR","1732.00","661.00","Sim","661.00","20.00","3.00","5.00","2.00","3.00","7.00"
"Esperantina","TO","10851.00","5284.00","Não","","","","","","",""
"Esperantinópolis","MA","17379.00","9451.00","Não","","","","","","",""
"Espigão Alto do Iguaçu","PR","4188.00","1474.00","Sim","1274.00","29.50","15.30","12.90","0.50","0.80","0.00"
"Espigão D Oeste","RO","32047.00","22990.00","Não","","400.00","","","","",""
"Espinosa","MG","31624.00","18319.00","Não","","","","","","",""
"Espírito Santo do Pinhal","SP","44186.00","39270.00","Sim","39256.00","312.40","124.00","77.90","43.20","47.20","20.10"
"Espírito Santo do Turvo","SP","4779.00","4088.00","Sim","4088.00","231.40","59.50","34.60","69.30","44.20","23.80"
"Espumoso","RS","15584.00","11382.00","Não","","","","","","",""
"Estação","RS","5976.00","5089.00","Sim","5089.00","321.00","","","","",""
"Estância","SE","68804.00","58497.00","Não","","","","","","",""
"Estância Velha","RS","49345.00","48082.00","Sim","48000.00","480.00","178.00","153.00","28.00","74.00","47.00"
"Esteio","RS","83121.00","83006.00","Sim","83006.00","1000.00","100.00","100.00","500.00","200.00","100.00"
"Estiva Gerbi","SP","11198.00","8931.00","Não","","","","","","",""
"Estrela","RS","33820.00","28622.00","Sim","26622.00","1473.00","","","","",""
"Estrela D Oeste","SP","8418.00","7006.00","Não","","","","","","",""
"Estrela do Indaiá","MG","3508.00","2771.00","Não","","","","","","",""
"Estrela do Norte","SP","2762.00","2181.00","Sim","2099.00","21.00","6.00","8.00","3.00","4.00","0.00"
"Estrela Velha","RS","3660.00","1177.00","Não","","","","","","",""
"Euclides da Cunha Paulista","SP","9419.00","6005.00","Não","","","","","","",""
"Eugenópolis","MG","11218.00","7881.00","Não","","","","","","",""
"Eunápolis","BA","112318.00","104714.00","Não","","","","","","",""
"Eusébio","CE","52880.00","52880.00","Sim","30660.00","238.90","145.50","18.10","23.50","27.60","24.20"
"Ewbank da Câmara","MG","3904.00","3598.00","Não","","","","","","",""
"Extrema","MG","35474.00","32279.00","Sim","32279.00","615.50","","","","",""
"Fagundes","PB","11355.00","5441.00","Não","","","","","","",""
"Fagundes Varela","RS","2721.00","1364.00","Sim","1364.00","83.00","30.00","26.00","17.00","6.00","4.00"
"Farias Brito","CE","18882.00","8813.00","Não","","","","","","",""
"Farol","PR","3139.00","1824.00","Sim","1824.00","24.00","3.00","2.00","4.00","3.00","12.00"
"Farroupilha","RS","71570.00","61918.00","Sim","61918.00","517.00","246.00","72.00","72.00","72.00","55.00"
"Fartura","SP","16001.00","12782.00","Sim","12776.00","388.00","167.00","124.00","60.00","29.00","8.00"
"Faxinal","PR","17185.00","13419.00","Não","","","","","","",""
"Faxinal dos Guedes","SC","10686.00","7736.00","Sim","7736.00","120.00","","","","",""
"Faxinal do Soturno","RS","6690.00","4186.00","Não","","","","","","",""
"Faxinalzinho","RS","2346.00","1163.00","Sim","1130.00","12.00","6.00","2.00","1.00","1.00","2.00"
"Fazenda Vilanova","RS","4455.00","2426.00","Sim","2426.00","50.00","","","","",""
"Feijó","AC","34675.00","17798.00","Não","","2000.00","","","","",""
"Feira de Santana","BA","609913.00","559503.00","Sim","","35000.00","","","","",""
"Felício dos Santos","MG","4804.00","2082.00","Não","","","","","","",""
"Felipe Guerra","RN","5972.00","4036.00","Não","","","","","","",""
"Felisburgo","MG","7409.00","5482.00","Não","","","","","","",""
"Felixlândia","MG","15235.00","11784.00","Não","","","","","","",""
"Feliz","RS","13451.00","10248.00","Sim","10240.00","458.90","137.40","114.50","92.00","46.00","69.00"
"Feliz Natal","MT","13857.00","10295.00","Não","","","","","","",""
"Fênix","PR","4777.00","3974.00","Não","","","","","","",""
"Fernandes Pinheiro","PR","5690.00","2009.00","Não","","","","","","",""
"Fernando de Noronha","PE","3021.00","3021.00","Sim","3021.00","123.30","0.00","0.00","88.10","0.00","35.20"
"Fernandópolis","SP","68823.00","66715.00","Sim","66715.00","394.70","206.10","63.60","55.00","68.50","1.50"
"Fernando Prestes","SP","5771.00","4899.00","Não","","","","","","",""
"Fernão","SP","1704.00","927.00","Sim","900.00","14.00","5.00","5.00","1.00","2.00","1.00"
"Ferraz de Vasconcelos","SP","191993.00","183378.00","Não","","","","","","",""
"Ferros","MG","9949.00","4674.00","Sim","3123.00","36.00","10.00","8.90","15.00","1.50","0.60"
"Fervedouro","MG","10957.00","5044.00","Não","","","","","","",""
"Figueira","PR","7845.00","6708.00","Sim","6708.00","140.00","","","","",""
"Figueirão","MS","3044.00","1591.00","Não","","","","","","",""
"Figueirópolis","TO","5284.00","4011.00","Não","","","","","","",""
"Firminópolis","GO","13131.00","9954.00","Não","","216.00","","","","",""
"Floraí","PR","4953.00","4386.00","Sim","4386.00","168.00","","","","",""
"Flora Rica","SP","1499.00","1213.00","Não","","","","","","",""
"Flor da Serra do Sul","PR","4645.00","1616.00","Não","","","","","","",""
"Flor do Sertão","SC","1586.00","328.00","Não","","","","","","",""
"Floreal","SP","2934.00","2383.00","Não","","40.00","13.00","11.00","14.00","0.00","2.00"
"Flores da Cunha","RS","30430.00","23395.00","Sim","23395.00","799.00","318.00","300.00","102.00","0.00","79.00"
"Floresta","PE","32556.00","22204.00","Não","","","","","","",""
"Floresta","PR","6695.00","6175.00","Sim","6175.00","30.00","","","","",""
"Florestal","MG","7386.00","6159.00","Sim","","120.00","","","","",""
"Florestópolis","PR","10646.00","10003.00","Sim","10000.00","180.00","60.00","60.00","20.00","20.00","20.00"
"Floriano Peixoto","RS","1796.00","260.00","Sim","","29.00","7.80","11.50","6.20","3.50","0.00"
"Florianópolis","SC","492977.00","474306.00","Sim","345084.00","9513.70","3348.10","1063.00","336.60","4611.90","154.10"
"Flórida Paulista","SP","14486.00","11429.00","Não","","","","","","",""
"Florínia","SP","2699.00","2397.00","Sim","2397.00","1.00","","","","",""
"Fonte Boa","AM","18221.00","12070.00","Não","","","","","","",""
"Formiga","MG","67540.00","61690.00","Sim","30500.00","752.00","","","","",""
"Formigueiro","RS","6715.00","2651.00","Não","","","","","","",""
"Formosa","GO","119506.00","109880.00","Não","","","","","","",""
"Formosa do Sul","SC","2525.00","1052.00","Sim","1050.00","14.00","","","","",""
"Formoso do Araguaia","TO","18482.00","13373.00","Não","","","","","","",""
"Forquetinha","RS","2424.00","458.00","Não","","","","","","",""
"Forquilha","CE","24169.00","17165.00","Não","","","","","","",""
"Forquilhinha","SC","26368.00","21548.00","Sim","21548.00","490.00","","","","",""
"Fortaleza","CE","2643247.00","2643247.00","Sim","","7170.10","4649.70","909.40","530.10","1058.20","22.70"
"Fortaleza de Minas","MG","4387.00","3158.00","Não","","91.50","31.60","32.40","3.80","7.00","16.70"
"Fortaleza dos Valos","RS","4356.00","2850.00","Não","","","","","","",""
"Fortaleza do Tabocão","TO","2576.00","2096.00","Não","","","","","","",""
"Fortim","CE","16357.00","10607.00","Não","","","","","","",""
"Fortuna","MA","15536.00","9780.00","Não","","","","","","",""
"Fortuna de Minas","MG","2927.00","2018.00","Não","","","","","","",""
"Foz do Iguaçu","PR","258823.00","256674.00","Sim","66915.00","1137.80","618.40","186.70","233.20","33.80","65.70"
"Foz do Jordão","PR","4745.00","3438.00","Não","","","","","","",""
"Fraiburgo","SC","36299.00","31822.00","Sim","31788.00","321.10","71.20","100.80","90.00","58.10","1.00"
"Franca","SP","350400.00","344248.00","Sim","344217.00","1838.00","878.00","331.00","113.00","463.00","53.00"
"Francinópolis","PI","5349.00","3346.00","Não","","","","","","",""
"Francisco Alves","PR","6101.00","4025.00","Sim","","","","","","",""
"Francisco Badaró","MG","10343.00","3221.00","Não","","","","","","",""
"Francisco Beltrão","PR","89942.00","76847.00","Sim","76840.00","2597.70","1641.50","273.00","155.30","527.90","0.00"
"Francisco Macedo","PI","3166.00","1275.00","Não","","","","","","",""
"Francisco Morato","SP","174008.00","173654.00","Não","","","","","","",""
"Franciscópolis","MG","5446.00","2252.00","Não","","","","","","",""
"Francisco Sá","MG","26181.00","15656.00","Não","","","","","","",""
"Francisco Santos","PI","9262.00","4289.00","Não","","","","","","",""
"Franco da Rocha","SP","152433.00","140433.00","Não","","","","","","",""
"Frederico Westphalen","RS","31120.00","25175.00","Sim","4800.00","450.00","","","","",""
"Frei Gaspar","MG","5891.00","1920.00","Não","","","","","","",""
"Frei Martinho","PB","2990.00","1842.00","Não","","","","","","",""
"Frei Paulo","SE","15283.00","9047.00","Não","","","","","","",""
"Fronteira","MG","17701.00","16508.00","Sim","4000.00","986.00","","","","",""
"Fronteira dos Vales","MG","4601.00","2982.00","Não","","","","","","",""
"Frutuoso Gomes","RN","4095.00","2720.00","Não","","","","","","",""
"Funilândia","MG","4304.00","2265.00","Não","","","","","","",""
"Gabriel Monteiro","SP","2776.00","2314.00","Sim","","80.00","","","","",""
"Gália","SP","6615.00","4930.00","Sim","4500.00","200.00","","","","",""
"Galvão","SC","2956.00","1998.00","Não","","","","","","",""
"Gameleira","PE","30780.00","21508.00","Não","","","","","","",""
"Gameleiras","MG","5122.00","1408.00","Não","","","","","","",""
"Garça","SP","44370.00","40333.00","Não","","2775.00","","","","",""
"Garibaldi","RS","34684.00","30753.00","Sim","30753.00","1650.00","","","","",""
"Garopaba","SC","22568.00","19062.00","Não","","1403.30","522.80","465.00","184.70","203.70","27.10"
"Garruchos","RS","2963.00","968.00","Não","","","","","","",""
"Garuva","SC","17800.00","13809.00","Não","","720.00","","","","",""
"Gaspar","SC","68465.00","55647.00","Sim","55647.00","505.00","","","","",""
"Gaúcha do Norte","MT","7513.00","2622.00","Não","","","","","","",""
"Gaurama","RS","5580.00","3225.00","Sim","3225.00","5.00","","","","",""
"Gavião","BA","4487.00","2497.00","Não","","","","","","",""
"Gavião Peixoto","SP","4762.00","3852.00","Não","","","","","","",""
"Geminiano","PI","5424.00","1205.00","Não","","","","","","",""
"General Câmara","RS","8409.00","4944.00","Não","","","","","","",""
"General Carneiro","PR","13735.00","9615.00","Sim","9615.00","240.00","108.00","63.60","20.40","48.00","0.00"
"General Maynard","SE","3307.00","2081.00","Não","","6.00","1.00","1.00","2.00","1.00","1.00"
"General Salgado","SP","10876.00","9260.00","Sim","","","","","","",""
"Gentil","RS","1642.00","708.00","Não","","","","","","",""
"Gentio do Ouro","BA","11206.00","5644.00","Não","","","","","","",""
"Getulina","SP","11370.00","8802.00","Sim","8802.00","5.50","2.50","2.00","0.00","0.50","0.50"
"Girau do Ponciano","AL","40588.00","12529.00","Não","","","","","","",""
"Giruá","RS","16151.00","12209.00","Não","","","","","","",""
"Glaucilândia","MG","3136.00","1110.00","Não","","5.80","1.80","2.00","0.00","0.00","2.00"
"Glicério","SP","4801.00","3536.00","Não","","","","","","",""
"Glória","BA","15208.00","2852.00","Não","","","","","","",""
"Glorinha","RS","7988.00","2396.00","Não","","","","","","",""
"Godofredo Viana","MA","11672.00","7379.00","Não","","","","","","",""
"Godoy Moreira","PR","2996.00","1389.00","Sim","1389.00","120.00","","","","",""
"Goiabeira","MG","3328.00","2696.00","Não","","","","","","",""
"Goianá","MG","3940.00","3197.00","Não","","","","","","",""
"Goianápolis","GO","11239.00","10184.00","Não","","","","","","",""
"Goianésia","GO","69072.00","64561.00","Não","","","","","","",""
"Goiânia","GO","1495705.00","1490047.00","Sim","1415544.00","16954.70","","","","",""
"Goianorte","TO","5116.00","2849.00","Não","","","","","","",""
"Goiás","GO","22916.00","17273.00","Não","","","","","","",""
"Goiatins","TO","12942.00","5309.00","Não","","","","","","",""
"Goiatuba","GO","33986.00","31318.00","Não","","","","","","",""
"Goioerê","PR","28962.00","25193.00","Sim","25193.00","672.00","","","","",""
"Goioxim","PR","7170.00","1678.00","Não","","","","","","",""
"Gonçalves","MG","4345.00","1198.00","Sim","1100.00","350.00","","","","",""
"Gonzaga","MG","6145.00","3359.00","Não","","240.00","","","","",""
"Gouveia","MG","11833.00","8336.00","Não","","","","","","",""
"Gouvelândia","GO","5806.00","4569.00","Não","","","","","","",""
"Governador Edison Lobão","MA","18068.00","7908.00","Não","","","","","","",""
"Governador Jorge Teixeira","RO","8095.00","1818.00","Não","","","","","","",""
"Governador Lindenberg","ES","12535.00","4874.00","Sim","4874.00","10.00","10.00","0.00","0.00","0.00","0.00"
"Governador Newton Bello","MA","10211.00","3675.00","Não","","","","","","",""
"Governador Valadares","MG","278685.00","267705.00","Sim","174008.00","1011.10","484.10","193.80","43.90","289.30","0.00"
"Graça","CE","15423.00","5960.00","Não","","","","","","",""
"Graça Aranha","MA","6263.00","2970.00","Não","","","","","","",""
"Graccho Cardoso","SE","5811.00","2782.00","Não","","","","","","",""
"Gramado","RS","35875.00","32251.00","Sim","32251.00","699.80","","","","",""
"Gramado dos Loureiros","RS","2106.00","488.00","Sim","","2.00","0.50","0.50","0.50","0.00","0.50"
"Gramado Xavier","RS","4297.00","573.00","Não","","","","","","",""
"Grandes Rios","PR","5742.00","3086.00","Não","","","","","","",""
"Granito","PE","7435.00","3447.00","Não","","","","","","",""
"Granja","CE","54729.00","26917.00","Não","","","","","","",""
"Grão Mogol","MG","15779.00","5662.00","Não","","","","","","",""
"Grão Pará","SC","6542.00","3174.00","Não","","","","","","",""
"Gravataí","RS","279398.00","266106.00","Sim","266106.00","1108.70","","","","",""
"Grossos","RN","10302.00","7720.00","Não","","","","","","",""
"Guabiju","RS","1516.00","700.00","Sim","700.00","100.00","","","","",""
"Guabiruba","SC","23272.00","21550.00","Não","","","","","","",""
"Guaiçara","SP","12039.00","10938.00","Sim","10938.00","1526.00","","","","",""
"Guaimbê","SP","5743.00","5018.00","Sim","1514.00","109.00","","","","",""
"Guaíra","PR","32923.00","30244.00","Não","","560.00","160.00","160.00","90.00","80.00","70.00"
"Guaíra","SP","40533.00","39075.00","Sim","7730.00","44.30","12.20","16.20","3.10","6.40","6.40"
"Guajará","AM","16416.00","8725.00","Sim","","","","","","",""
"Guajeru","BA","7239.00","1444.00","Não","","","","","","",""
"Guamaré","RN","15349.00","5453.00","Sim","","","","","","",""
"Guamiranga","PR","8664.00","2452.00","Não","","","","","","",""
"Guanhães","MG","34057.00","27694.00","Sim","13000.00","180.00","70.00","50.00","60.00","0.00","0.00"
"Guapé","MG","14233.00","7361.00","Sim","3700.00","110.00","25.00","25.00","18.00","32.00","10.00"
"Guapiaçu","SP","21125.00","18685.00","Sim","","130.00","80.00","20.00","18.00","9.00","3.00"
"Guapiara","SP","17293.00","6950.00","Sim","6950.00","108.00","72.00","30.00","6.00","0.00","0.00"
"Guapimirim","RJ","59613.00","57602.00","Não","","","","","","",""
"Guapirama","PR","3820.00","2847.00","Sim","2847.00","19.00","","","","",""
"Guapó","GO","14211.00","11524.00","Não","","","","","","",""
"Guaporé","RS","25475.00","23248.00","Sim","23248.00","1291.40","","","","",""
