"NOME_MUNICIPIO","UF","POP_TOT","POP_URB","TOT_COLETADO","REALIZA_COLETA","POP_ATENDIDA","TOT_RECUPERADO","PAPEL","PLASTICO","METAIS","VIDROS","OUTROS"
"Olhos-d Água","MG","6,018.00","3,275.00","","Não","","","","","","",""
"Olímpia","SP","54,406.00","51,382.00","312.00","Sim","","213.00","75.40","14.30","107.40","0.00","15.90"
"Olímpio Noronha","MG","2,765.00","2,455.00","","Não","","","","","","",""
"Olinda","PE","391,835.00","384,111.00","915.20","Sim","22,313.00","732.20","403.20","176.90","79.80","27.80","44.50"
"Oliveira","MG","41,529.00","37,024.00","282.00","Sim","11,500.00","238.00","65.00","72.00","76.00","22.00","3.00"
"Oliveira dos Brejinhos","BA","21,838.00","6,586.00","","Não","","","","","","",""
"Onça de Pitangui","MG","3,144.00","1,563.00","","Não","","","","","","",""
"Onda Verde","SP","4,339.00","3,399.00","98.00","Sim","3,399.00","90.00","","","","",""
"Oriente","SP","6,487.00","6,059.00","","Não","","","","","","",""
"Orindiúva","SP","6,935.00","6,383.00","157.00","Sim","","156.90","76.90","28.90","35.00","16.10","0.00"
"Oriximiná","PA","72,160.00","46,135.00","","Não","","5.00","","","","",""
"Orlândia","SP","43,687.00","42,561.00","1550.00","Sim","12,770.00","1,220.00","580.00","220.00","145.00","260.00","15.00"
"Orleans","SC","22,785.00","17,131.00","","Não","","","","","","",""
"Orobó","PE","23,833.00","8,577.00","","Não","","","","","","",""
"Ortigueira","PR","22,327.00","9,155.00","1200.00","Sim","4,500.00","500.00","500.00","0.00","0.00","0.00","0.00"
"Osasco","SP","696,850.00","696,850.00","2400.00","Sim","200,000.00","480.00","","","","",""
"Osório","RS","45,557.00","42,228.00","774.90","Sim","42,228.00","319.30","42.10","277.20","0.00","0.00","0.00"
"Osvaldo Cruz","SP","32,754.00","29,433.00","1350.00","Sim","29,392.00","392.70","122.10","71.20","9.20","44.10","146.10"
"Otacílio Costa","SC","18,510.00","16,872.00","104.90","Sim","4,500.00","74.90","20.70","8.00","18.00","24.00","4.20"
"Ourilândia do Norte","PA","32,319.00","23,523.00","","Não","","","","","","",""
"Ourinhos","SP","112,711.00","109,800.00","2760.00","Sim","54,900.00","1,313.00","700.00","300.00","63.00","180.00","70.00"
"Ouro","SC","7,317.00","4,808.00","","Não","","","","","","",""
"Ouro Branco","AL","11,456.00","7,223.00","","Não","","","","","","",""
"Ouro Branco","MG","39,121.00","35,062.00","450.00","Sim","15,000.00","385.40","282.20","59.80","9.10","18.20","16.10"
"Ouroeste","SP","10,177.00","9,137.00","228.00","Sim","4,500.00","227.00","96.00","36.00","60.00","18.00","17.00"
"Ourolândia","BA","17,389.00","6,713.00","","Não","","","","","","",""
"Ouro Preto","MG","73,994.00","64,349.00","660.00","Sim","8,820.00","608.00","216.00","162.00","110.00","120.00","0.00"
"Ouro Preto do Oeste","RO","36,340.00","27,000.00","","Não","","","","","","",""
"Ouro Velho","PB","3,033.00","2,120.00","","Não","","","","","","",""
"Ouro Verde","SP","8,503.00","7,823.00","100.00","Sim","7,823.00","80.00","20.00","10.00","10.00","20.00","20.00"
"Ouro Verde de Goiás","GO","3,797.00","2,525.00","","Não","","","","","","",""
"Ouro Verde do Oeste","PR","5,975.00","4,240.00","","Não","","","","","","",""
"Ouvidor","GO","6,549.00","5,762.00","282.30","Sim","5,762.00","240.00","57.00","119.00","64.00","0.00","0.00"
"Pacaembu","SP","14,130.00","10,411.00","40.00","Sim","10,400.00","37.00","15.00","7.00","15.00","0.00","0.00"
"Pacajus","CE","71,193.00","58,341.00","","Não","","","","","","",""
"Pacaraima","RR","15,580.00","6,741.00","","Não","","","","","","",""
"Pacoti","CE","12,046.00","4,924.00","484.00","Sim","4,924.00","4.00","1.00","1.00","1.00","0.00","1.00"
"Padre Bernardo","GO","33,228.00","12,952.00","","Não","","","","","","",""
"Padre Marcos","PI","6,862.00","2,424.00","","Não","","","","","","",""
"Paes Landim","PI","4,132.00","2,419.00","","Não","","","","","","",""
"Paial","SC","1,537.00","293.00","","Não","","","","","","",""
"Paiçandu","PR","40,777.00","40,220.00","180.00","Sim","20,000.00","160.00","","","","",""
"Paim Filho","RS","3,880.00","2,060.00","","Não","","","","","","",""
"Painel","SC","2,363.00","949.00","","Não","","","","","","",""
"Pains","MG","8,270.00","6,819.00","470.00","Sim","6,819.00","412.00","150.00","40.00","205.00","12.00","5.00"
"Pai Pedro","MG","6,084.00","1,793.00","","Não","","","","","","",""
"Palestina","SP","12,786.00","10,631.00","","Não","","","","","","",""
"Palestina de Goiás","GO","3,460.00","2,238.00","","Não","","","","","","",""
"Palhano","CE","9,348.00","4,760.00","","Não","","","","","","",""
"Palhoça","SC","168,259.00","165,780.00","420.00","Sim","10,000.00","385.00","","","","",""
"Palma","MG","6,621.00","5,182.00","","Não","","","","","","",""
"Palmas","PR","50,198.00","46,578.00","405.00","Sim","46,578.00","400.00","71.00","193.00","72.00","40.00","24.00"
"Palmas","TO","291,855.00","283,432.00","618.00","Sim","283,432.00","494.40","","","","",""
"Palmas de Monte Alto","BA","21,703.00","10,271.00","24.00","Sim","5,135.00","23.50","","","","",""
"Palma Sola","SC","7,475.00","4,301.00","","Não","","340.00","","","","",""
"Palmeira das Missões","RS","33,481.00","29,095.00","6818.00","Sim","29,095.00","264.40","129.60","33.70","37.50","63.60","0.00"
"Palmeira D Oeste","SP","9,340.00","7,083.00","","Não","","","","","","",""
"Palmeira dos Índios","AL","73,096.00","53,611.00","","Não","","40.00","15.00","20.00","3.00","2.00","0.00"
"Palmeirante","TO","5,919.00","2,301.00","","Não","","","","","","",""
"Palmeiras de Goiás","GO","28,313.00","23,252.00","887.00","Sim","23,252.00","709.60","","","","",""
"Palmeirina","PE","7,789.00","4,925.00","","Não","","","","","","",""
"Palmeirópolis","TO","7,641.00","6,227.00","1428.00","Sim","","500.00","","","","",""
"Palminópolis","GO","3,589.00","2,723.00","","Não","","","","","","",""
"Palmital","SP","22,168.00","20,327.00","305.00","Sim","","297.20","185.00","61.60","30.30","19.30","1.00"
"Palmitinho","RS","7,058.00","3,461.00","712.00","Sim","","87.80","32.40","33.90","9.10","12.40","0.00"
"Palmitos","SC","16,182.00","9,971.00","","Não","","","","","","",""
"Palotina","PR","31,564.00","27,122.00","1000.00","Sim","","","","","","",""
"Panamá","GO","2,627.00","1,993.00","","Não","","","","","","",""
"Panambi","RS","43,170.00","39,204.00","2000.00","Sim","30,000.00","143.00","42.00","24.00","14.00","59.00","4.00"
"Pancas","ES","23,059.00","10,807.00","","Não","","","","","","",""
"Panorama","SP","15,690.00","15,240.00","312.00","Sim","7,600.00","243.00","87.00","48.00","48.00","33.00","27.00"
"Pantano Grande","RS","9,269.00","7,788.00","","Não","","","","","","",""
"Papagaios","MG","15,543.00","13,070.00","100.00","Sim","13,000.00","96.40","","","","",""
"Papanduva","SC","19,218.00","9,845.00","1560.00","Sim","9,600.00","620.00","","","","",""
"Paracambi","RJ","51,815.00","45,875.00","48.00","Sim","11,452.00","38.00","10.00","8.00","10.00","4.00","6.00"
"Paracatu","MG","92,430.00","80,488.00","813.60","Sim","33,583.00","678.00","","","","",""
"Pará de Minas","MG","93,101.00","87,998.00","1910.80","Sim","53,680.00","1,710.80","957.70","542.50","90.60","120.00","0.00"
"Paragominas","PA","111,764.00","87,418.00","409.70","Sim","25,000.00","110.20","12.10","61.50","36.50","0.10","0.00"
"Paraguaçu","MG","21,418.00","17,645.00","","Não","","","","","","",""
"Paraí","RS","7,585.00","4,249.00","522.30","Sim","4,249.00","107.00","44.00","30.00","17.00","16.00","0.00"
"Paraíba do Sul","RJ","44,045.00","38,760.00","86.00","Sim","15,000.00","80.00","20.00","10.00","40.00","0.00","10.00"
"Paraibano","MA","21,290.00","16,676.00","","Não","","","","","","",""
"Paraibuna","SP","18,180.00","5,481.00","","Não","","","","","","",""
"Paraipaba","CE","32,700.00","14,624.00","","Não","","","","","","",""
"Paraíso","SP","6,411.00","5,639.00","120.00","Sim","5,639.00","110.00","","","","",""
"Paraíso das Águas","MS","5,455.00","4,394.00","200.00","Sim","4,280.00","100.00","25.00","25.00","30.00","0.00","20.00"
"Paraíso do Norte","PR","13,631.00","12,852.00","1261.00","Sim","10,852.00","998.00","176.00","275.00","238.00","188.00","121.00"
"Paraíso do Sul","RS","7,599.00","2,954.00","","Não","","","","","","",""
"Paraíso do Tocantins","TO","50,602.00","48,387.00","","Não","","","","","","",""
"Paraisópolis","MG","20,940.00","17,351.00","2394.00","Sim","17,277.00","177.20","57.90","43.40","36.40","32.80","6.70"
"Parambu","CE","31,398.00","14,146.00","","Não","","","","","","",""
"Paramoti","CE","11,664.00","5,714.00","","Não","","28.00","16.00","5.00","3.00","3.00","1.00"
"Paraná","RN","4,232.00","879.00","","Não","","","","","","",""
"Paranã","TO","10,461.00","4,776.00","","Não","","","","","","",""
"Paranaguá","PR","153,666.00","148,105.00","3000.00","Sim","65,000.00","1,782.00","623.70","712.80","267.30","178.20","0.00"
"Paranaíba","MS","42,010.00","37,371.00","179.40","Sim","37,371.00","171.00","30.00","25.00","100.00","15.00","1.00"
"Paranaiguara","GO","9,972.00","9,192.00","","Não","","","","","","",""
"Paranaíta","MT","11,193.00","5,921.00","","Não","","","","","","",""
"Paranatama","PE","11,478.00","2,338.00","","Não","","","","","","",""
"Paranatinga","MT","22,246.00","17,085.00","","Não","","","","","","",""
"Paranavaí","PR","87,813.00","83,656.00","2661.80","Sim","79,473.00","1,565.40","982.20","424.70","6.40","104.20","47.90"
"Paraopeba","MG","24,375.00","21,242.00","","Não","","","","","","",""
"Parapuã","SP","10,980.00","9,008.00","300.00","Sim","","200.00","","","","",""
"Paraú","RN","3,787.00","3,273.00","","Não","","","","","","",""
"Parauapebas","PA","202,882.00","182,822.00","","Não","","","","","","",""
"Paraúna","GO","10,995.00","8,084.00","","Não","","","","","","",""
"Pardinho","SP","6,360.00","5,001.00","487.20","Sim","5,001.00","305.00","170.00","40.00","30.00","45.00","20.00"
"Pareci Novo","RS","3,812.00","1,065.00","","Não","","","","","","",""
"Pariconha","AL","10,527.00","2,868.00","","Não","","","","","","",""
"Parintins","AM","113,168.00","77,517.00","","Não","","","","","","",""
"Pariquera-Açu","SP","19,570.00","13,432.00","6.00","Sim","","5.60","","","","",""
"Parisi","SP","2,153.00","1,741.00","","Não","","","","","","",""
"Parnaguá","PI","10,762.00","5,592.00","","Não","","","","","","",""
"Parnamirim","PE","21,914.00","9,077.00","102.00","Sim","4,475.00","36.00","","","","",""
"Parnamirim","RN","255,793.00","255,793.00","25.00","Sim","10,000.00","20.00","10.00","5.00","5.00","0.00","0.00"
"Parnarama","MA","34,805.00","13,616.00","","Não","","","","","","",""
"Parobé","RS","57,660.00","54,448.00","1200.00","Sim","45,000.00","1,080.00","","","","",""
"Passa e Fica","RN","13,076.00","7,958.00","","Não","","","","","","",""
"Passa Quatro","MG","16,294.00","12,533.00","","Não","","","","","","",""
"Passa Tempo","MG","8,112.00","6,319.00","450.00","Sim","6,319.00","350.00","171.00","135.00","10.00","25.00","9.00"
"Passira","PE","28,972.00","14,113.00","","Não","","","","","","",""
"Passo de Torres","SC","8,594.00","7,616.00","200.00","Sim","","180.00","30.00","30.00","40.00","0.00","80.00"
"Passo do Sobrado","RS","6,493.00","1,544.00","131.50","Sim","1,478.00","107.50","81.70","7.20","13.80","4.80","0.00"
"Passo Fundo","RS","201,767.00","196,630.00","17458.10","Sim","95,000.00","972.40","","","","",""
"Passos","MG","113,998.00","108,155.00","","Não","","","","","","",""
"Passos Maia","SC","4,186.00","1,040.00","","Não","","","","","","",""
"Pato Bragado","PR","5,535.00","3,436.00","45.00","Sim","3,436.00","34.00","5.00","4.00","20.00","5.00","0.00"
"Pato Branco","PR","81,893.00","77,051.00","1844.00","Sim","60,000.00","1,512.00","","","","",""
"Patos","PB","106,984.00","103,375.00","120.00","Sim","","","","","","",""
"Patos de Minas","MG","150,833.00","138,887.00","0.00","Sim","","","","","","",""
"Patrocínio","MG","90,041.00","79,436.00","6.00","Sim","10,000.00","4.40","3.40","1.00","0.00","0.00","0.00"
"Patrocínio do Muriaé","MG","5,652.00","4,605.00","","Não","","","","","","",""
"Patrocínio Paulista","SP","14,529.00","11,734.00","673.00","Sim","11,734.00","519.00","207.00","181.00","33.00","60.00","38.00"
"Paty do Alferes","RJ","27,678.00","19,515.00","83.70","Sim","5,830.00","81.40","62.00","15.00","3.00","0.00","1.40"
"Pau Brasil","BA","9,981.00","6,790.00","","Não","","","","","","",""
"Paudalho","PE","56,074.00","39,669.00","","Não","","","","","","",""
"Pau D Arco","TO","4,831.00","3,054.00","","Não","","","","","","",""
"Pau dos Ferros","RN","30,183.00","27,796.00","","Não","","","","","","",""
"Paula Freitas","PR","5,837.00","2,952.00","173.00","Sim","2,800.00","83.00","","","","",""
"Paulicéia","SP","7,274.00","6,047.00","","Não","","","","","","",""
"Paulínia","SP","106,776.00","106,677.00","1536.70","Sim","106,677.00","1,073.00","603.60","283.60","43.20","142.60","0.00"
"Paulista","PB","12,260.00","5,949.00","","Não","","","","","","",""
"Paulista","PE","329,117.00","329,117.00","","Não","","","","","","",""
"Paulistânia","SP","1,832.00","1,248.00","122.80","Sim","1,248.00","37.00","","","","",""
"Paulistas","MG","4,849.00","2,271.00","","Não","","","","","","",""
"Paulo Bento","RS","2,287.00","619.00","350.00","Sim","619.00","99.00","33.00","32.00","31.00","2.50","0.50"
"Paulo de Faria","SP","8,930.00","8,058.00","7.50","Sim","4,000.00","6.00","","","","",""
"Paulo Frontin","PR","7,321.00","2,301.00","108.00","Sim","2,301.00","100.00","","","","",""
"Paulo Lopes","SC","7,418.00","5,343.00","","Não","","","","","","",""
"Paverama","RS","8,459.00","4,309.00","","Não","","","","","","",""
"Peabiru","PR","13,985.00","11,301.00","608.40","Sim","10,735.00","36.90","10.90","12.10","2.20","9.50","2.20"
"Peçanha","MG","17,545.00","9,247.00","","Não","","","","","","",""
"Pé de Serra","BA","13,601.00","5,117.00","","Não","","","","","","",""
"Pedra Azul","MG","24,319.00","21,429.00","","Não","","","","","","",""
"Pedra Bela","SP","6,075.00","1,513.00","123.80","Sim","1,513.00","72.80","18.60","1.50","2.90","1.50","48.30"
"Pedra Bonita","MG","7,065.00","1,913.00","","Não","","","","","","",""
"Pedra Branca","PB","3,800.00","2,415.00","","Não","","","","","","",""
"Pedra Branca do Amapari","AP","15,931.00","8,819.00","","Não","","","","","","",""
"Pedra Dourada","MG","2,475.00","1,470.00","","Não","","","","","","",""
"Pedra Grande","RN","3,275.00","1,080.00","","Não","","","","","","",""
"Pedralva","MG","11,246.00","5,456.00","880.00","Sim","5,456.00","138.00","34.00","51.00","24.00","23.00","6.00"
"Pedra Mole","SE","3,236.00","1,302.00","","Não","","","","","","",""
"Pedrão","BA","7,298.00","1,821.00","","Não","","","","","","",""
"Pedras Altas","RS","2,010.00","698.00","","Não","","","","","","",""
"Pedras de Maria da Cruz","MG","11,453.00","7,026.00","","Não","","","","","","",""
"Pedreira","SP","47,361.00","46,963.00","920.00","Sim","21,700.00","840.00","210.00","180.00","300.00","100.00","50.00"
"Pedrinhas","SE","9,538.00","6,987.00","","Não","","","","","","",""
"Pedrinhas Paulista","SP","3,085.00","2,602.00","70.00","Sim","2,602.00","68.00","24.00","17.00","8.00","17.00","2.00"
"Pedro Afonso","TO","13,380.00","11,614.00","","Não","","","","","","",""
"Pedro Alexandre","BA","17,486.00","2,866.00","","Não","","","","","","",""
"Pedro Avelino","RN","6,780.00","3,895.00","","Não","","","","","","",""
"Pedro Canário","ES","25,982.00","24,081.00","","Não","","","","","","",""
"Pedro de Toledo","SP","11,240.00","7,747.00","","Não","","","","","","",""
"Pedro Leopoldo","MG","63,789.00","54,247.00","35.00","Sim","30,000.00","20.00","","","","",""
"Pedro Osório","RS","7,755.00","7,249.00","","Não","","","","","","",""
"Pedro Teixeira","MG","1,808.00","977.00","","Não","","","","","","",""
"Peixe","TO","11,623.00","5,860.00","","Não","","26.00","1.00","5.00","10.00","10.00","0.00"
"Peixe-Boi","PA","8,073.00","4,285.00","","Não","","","","","","",""
"Peixoto de Azevedo","MT","34,607.00","22,243.00","","Não","","","","","","",""
"Pejuçara","RS","3,893.00","2,618.00","","Não","","","","","","",""
"Pelotas","RS","341,648.00","318,666.00","1520.50","Sim","191,200.00","1,064.30","","","","",""
"Penalva","MA","38,203.00","18,499.00","","Não","","","","","","",""
"Penápolis","SP","63,047.00","60,215.00","1113.00","Sim","60,215.00","920.00","261.00","190.00","72.00","82.00","315.00"
"Penha","SC","31,764.00","29,140.00","","Não","","","","","","",""
"Pequi","MG","4,379.00","3,173.00","","Não","","","","","","",""
"Pequizeiro","TO","5,443.00","2,574.00","","Não","","","","","","",""
"Perdigão","MG","11,249.00","9,924.00","","Não","","304.00","130.00","125.00","4.00","34.00","11.00"
"Perdizes","MG","16,009.00","11,042.00","","Não","","381.00","","","","",""
"Perdões","MG","21,291.00","18,841.00","","Não","","","","","","",""
"Pereiro","CE","16,281.00","5,614.00","","Não","","","","","","",""
"Periquito","MG","6,847.00","5,147.00","","Não","","150.00","","","","",""
"Peritiba","SC","2,814.00","1,395.00","200.00","Sim","","40.00","6.00","8.00","13.00","8.00","5.00"
"Perobal","PR","6,092.00","3,319.00","262.00","Sim","3,319.00","210.80","","","","",""
"Pérola","PR","11,144.00","8,810.00","600.90","Sim","8,805.00","436.90","87.40","87.40","109.20","17.50","135.40"
"Perolândia","GO","3,116.00","1,964.00","","Não","","","","","","",""
"Pescador","MG","4,246.00","3,352.00","","Não","","","","","","",""
"Pescaria Brava","SC","10,022.00","7,902.00","","Não","","","","","","",""
"Pesqueira","PE","67,047.00","48,077.00","","Não","","","","","","",""
"Petrolândia","SC","5,971.00","2,167.00","150.00","Sim","1,000.00","140.00","55.00","40.00","25.00","15.00","5.00"
"Petrolina","PE","343,865.00","256,429.00","780.00","Sim","","500.00","","","","",""
"Petrolina de Goiás","GO","10,301.00","6,695.00","","Não","","","","","","",""
"Petrópolis","RJ","305,687.00","290,573.00","750.80","Sim","23,540.00","671.60","204.50","130.90","37.80","132.40","166.00"
"Piacatu","SP","5,922.00","5,223.00","13.00","Sim","5,223.00","12.00","","","","",""
"Piancó","PB","16,038.00","11,696.00","","Não","","","","","","",""
"Piau","MG","2,763.00","1,624.00","","Não","","","","","","",""
"Picada Café","RS","5,696.00","5,011.00","300.00","Sim","5,011.00","103.00","20.00","35.00","30.00","10.00","8.00"
"Piedade","SP","55,149.00","25,130.00","9.50","Sim","24,000.00","9.00","","","","",""
"Piedade do Rio Grande","MG","4,528.00","3,343.00","2.00","Sim","3,343.00","1.00","","","","",""
"Piedade dos Gerais","MG","4,955.00","2,266.00","","Não","","160.00","65.00","43.00","23.00","18.00","11.00"
"Piên","PR","12,606.00","5,074.00","120.00","Sim","4,865.00","92.00","48.00","14.00","3.00","18.00","9.00"
"Pilar de Goiás","GO","2,314.00","1,002.00","","Não","","","","","","",""
"Pilar do Sul","SP","28,963.00","22,757.00","80.00","Sim","22,757.00","76.00","","","","",""
"Pilões","PB","6,680.00","3,190.00","","Não","","","","","","",""
"Pilões","RN","3,806.00","2,792.00","","Não","","","","","","",""
"Pimenta","MG","8,631.00","7,278.00","183.00","Sim","7,132.00","168.00","","","","",""
"Pimenta Bueno","RO","36,434.00","31,689.00","240.00","Sim","4,000.00","3.00","1.00","1.00","0.00","0.00","1.00"
"Pimenteiras do Oeste","RO","2,191.00","1,223.00","","Não","","2.50","0.50","0.50","0.50","0.50","0.50"
"Pindaí","BA","16,234.00","4,486.00","","Não","","","","","","",""
"Pindamonhangaba","SP","166,475.00","160,487.00","527.90","Sim","90,000.00","329.00","181.00","57.00","12.00","69.00","10.00"
"Pindoba","AL","2,911.00","1,663.00","","Não","","","","","","",""
"Pindorama","SP","16,877.00","15,975.00","","Não","","","","","","",""
"Pindoretama","CE","20,748.00","12,527.00","","Não","","","","","","",""
"Pingo-d Água","MG","4,894.00","4,468.00","","Não","","120.00","","","","",""
"Pinhais","PR","130,789.00","130,789.00","1808.00","Sim","130,789.00","664.40","269.20","259.80","53.90","81.50","0.00"
"Pinhal","RS","2,577.00","1,323.00","206.00","Sim","1,323.00","40.00","8.00","8.00","10.00","8.00","6.00"
"Pinhalão","PR","6,327.00","3,995.00","120.00","Sim","2,000.00","70.00","30.00","25.00","10.00","5.00","0.00"
"Pinhal da Serra","RS","1,965.00","441.00","","Não","","14.10","7.60","2.00","3.00","1.00","0.50"
"Pinhal de São Bento","PR","2,725.00","1,210.00","24.00","Sim","1,100.00","23.00","8.00","7.00","2.00","2.00","4.00"
"Pinhalzinho","SC","19,906.00","16,594.00","380.00","Sim","16,590.00","80.00","40.00","40.00","0.00","0.00","0.00"
